Word,Pinyin,POS,Translation
发现,fāxiàn,verb,"to find, to discover"
发展,fāzhǎn,verb,to develop
方便,fāngbiàn,adjective,convenient
方便面,fāngbiànmiàn,noun,instant noodles
方法,fāngfǎ,noun,method
方向,fāngxiàng,noun,direction
房子,fángzi,noun,house
放,fàng,verb,"to put, to place"
放假,fàngjià,verb,to have a holiday
放心,fàngxīn,verb,"to relax, to feel at ease"
放学,fàngxué,verb,school is over
分开,fēnkāi,verb,to separate
风,fēng,noun,wind
封,fēng,classifier、 (verb),measure word for letters; (to seal)
夫妻,fūqī,noun,husband and wife
服务,fúwù,verb,to serve
附近,fùjìn,noun,nearby
复习,fùxí,verb,to review
该,gāi,verb,should
干净,gānjìng,adjective,clean
感兴趣,gǎn xìngqù,,to be interested in
感到,gǎndào,verb,to feel
感冒,gǎnmào,noun、verb,cold; to catch a cold
干,gàn,verb,"to do, to work"
刚,gāng,adverb,"just, just now"
刚才,gāngcái,noun,just now
刚刚,gānggāng,adverb,"just now, a moment ago"
高铁,gāotiě,noun,high-speed rail
根据,gēnjù,verb、 preposition、 (noun),to base on; according to; (basis)
更,gèng,adverb,more
公斤,gōngjīn,classifier,kilogram
公园,gōngyuán,noun,park
工作日,gōngzuòrì,noun,workday
故事,gùshi,noun,story
刮,guā,verb,"to scrape, to blow"
关,guān,verb、(noun),"to close, to turn off; pass"
关机,guānjī,verb,to turn off device
关系,guānxì,noun、(verb),relationship; (to relate)
关心,guānxīn,verb,"to care about, to be concerned"
关于,guānyú,preposition,"about, regarding"
关注,guānzhù,verb,"to pay attention to, to follow"
国家,guójiā,noun,country
过节,guòjié,verb,to celebrate a festival
过去,guòqù,noun,past
海,hǎi,noun,sea
害怕,hàipà,verb,to be afraid
好多,hǎoduō,number,"many, a lot"
好久,hǎojiǔ,adjective,a long time
好像,hǎoxiàng,verb、adverb,"to seem, as if; perhaps"
号码,hàomǎ,noun,"number, code"
河,hé,noun,river
合适,héshì,adjective,suitable
黑板,hēibǎn,noun,blackboard
红绿灯,hóng-lǜdēng,noun,traffic light
后来,hòulái,noun,"later, afterwards"
后年,hòunián,noun,the year after next
后天,hòutiān,noun,the day after tomorrow
护照,hùzhào,noun,passport
花园,huāyuán,noun,garden
画家,huàjiā,noun,"painter, artist"
欢迎,huānyíng,verb,to welcome
还,huán,verb,"to return, to give back"
环境,huánjìng,noun,environment
换,huàn,verb,"to exchange, to change"
黄色,huángsè,noun,yellow
回答,huídá,verb,to answer
会,huì,noun,meeting
会议,huìyì,noun,meeting
或,huò,conjunction、 (adverb),"or; (perhaps, maybe)"
或者,huòzhě,conjunction,or
鸡,jī,noun,chicken
几乎,jīhū,adverb,almost
机会,jīhuì,noun,opportunity
极,jí,adverb,extremely
急,jí,adjective、verb,urgent; (to worry)
记,jì,verb,to remember
季,jì,noun,season
季节,jìjié,noun,season
加,jiā,verb,to add
假期,jiàqī,noun,vacation
坚持,jiānchí,verb,to persist
检查,jiǎnchá,verb,"to check, to inspect"
简单,jiǎndān,adjective,simple
检票,jiǎnpiào,verb,ticket checking
健康,jiànkāng,adjective,healthy
见面,jiànmiàn,verb,to meet
讲,jiǎng,verb,"to speak, to talk"
角,jiǎo,classifier,"measure word for fractions, angle, currency"
脚,jiǎo,noun,foot
接,jiē,verb,"to pick up, to receive"
街,jiē,noun,street
节,jié,classifier、noun、 (verb),"measure word for segments, sections, lessons; festival, joint; (to save, to control)"
结婚,jiéhūn,verb,to marry
节目,jiémù,noun,program
节日,jiérì,noun,festival
结束,jiéshù,verb,to end
解决,jiějué,verb,to solve
姐妹,jiěmèi,noun,sister
借,jiè,verb,to borrow
斤,jīn,classifier,catty
经过,jīngguò,verb、noun,to pass; process
经理,jīnglǐ,noun,manager
久,jiǔ,adjective,long
酒,jiǔ,noun,alcohol
旧,jiù,adjective,old
句,jù,classifier,measure word of sentence
句子,jùzi,noun,sentence
决定,juédìng,verb、noun,to decide; decision
卡,kǎ,noun,card
开花,kāihuā,verb,to bloom
开会,kāihuì,verb,to have a meeting
开机,kāijī,verb,to turn on device
开心,kāixīn,adjective,happy
看来,kànlái,verb,"it seems, it appears"
可,kě,conjunction、 (adverb),but; (yet)
渴,kě,adjective,thirsty
可爱,kě’ài,adjective,lovely
可是,kěshì,conjunction,but
刻,kè,classifier、 (verb),quarter; to carve
课本,kèběn,noun,textbook
客人,kèrén,noun,guest
课文,kèwén,noun,text
空调,kōngtiáo,noun,air conditioner
哭,kū,verb,to cry
筷子,kuàizi,noun,chopsticks
矿泉水,kuàngquánshuǐ,noun,mineral water
来自,láizì,verb,to come from
蓝,lán,adjective,blue
老,lǎo,adjective、 prefix、 (adverb),"old, aged; prefix indicating seniority or endearment; (always, constantly)"
老人,lǎorén,noun,elderly person
离开,líkāi,verb,to leave
礼物,lǐwù,noun,gift
历史,lìshǐ,noun,history
脸,liǎn,noun,face
练,liàn,verb,to practice
练习,liànxí,verb、noun,to practice; exercise
凉快,liángkuai,adjective,cool
辆,liàng,classifier,measure word for vehicles
聊,liáo,verb,to chat
聊天儿,liáotiānr,verb,to chat
了解,liǎojiě,verb,to understand
邻居,línjū,noun,neighbor
留学,liúxué,verb,to study abroad
留学生,liúxuéshēng,noun,overseas student
楼梯,lóutī,noun,stairs
路边,lùbiān,noun,roadside
路又,lùkǒu,noun,intersection
马,mǎ,noun,horse
马路,mǎlù,noun,road
马上,mǎshàng,adverb,immediately
满意,mǎnyì,verb,satisfied
毛,máo,classifier、 (noun),measure word for money; (hair)
米,mǐ,classifier,meter
面前,miànqián,noun,in front of
明白,míngbai,adjective、verb,to understand; clear
名单,míngdān,noun,name list
名人,míngrén,noun,famous person
南,nán,noun,south
难,nán,adjective、 (verb),difficult; (to make difficult)
南方,nánfāng,noun,south
难过,nánguò,adjective,sad
难看,nánkàn,adjective,ugly
男人,nánrén,noun,man
男生,nánshēng,noun,boy student
难题,nántí,noun,difficult problem
难听,nántīng,adjective,unpleasant to hear
年级,niánjí,noun,grade
年轻,niánqīng,adjective,young
牛,niú,noun、 (adjective),cow; (awesome)
努力,nǔlì,verb、adjective,to work hard; hardworking
女人,nǚrén,noun,woman
女生,nǚshēng,noun,girl student
爬,pá,verb,to climb
怕,pà,verb、(adverb),to fear; (perhaps)
拍照,pāizhào,verb,to take a photo
盘子,pánzi,noun,plate
胖,pàng,adjective,fat
啤酒,píjiǔ,noun,beer
平时,píngshí,noun,usually
瓶子,píngzi,noun,bottle
骑,qí,verb,to ride
奇怪,qíguài,adjective,strange
其实,qíshí,adverb,actually
其他,qítā,pronoun,other
起,qǐ,verb、 (classifier),"to rise, to get up; (measure word for events)"
起飞,qǐfēi,verb,to take off
汽车,qìchē,noun,car
铅笔,qiānbǐ,noun,pencil
前年,qiánnián,noun,the year before last
前天,qiántiān,noun,the day before yesterday
清楚,qīngchu,adjective、verb,"clear, obvious; to understand"
请假,qǐngjià,verb,to ask for leave
请客,qǐngkè,verb,"to invite guests, to treat someone"
秋天,qiūtiān,noun,autumn
球场,qiúchǎng,noun,"sports field, court"
裙子,qúnzi,noun,skirt
然后,ránhòu,conjunction,"then, afterwards"
热情,rèqíng,adjective,enthusiastic
认得,rènde,verb,"to recognize, to know"
认为,rènwéi,verb,"to think, to consider"
认真,rènzhēn,adjective,"serious, earnest"
容易,róngyì,adjective,easy
如果,rúguǒ,conjunction,if
伞,sǎn,noun,umbrella
扫,sǎo,verb,to sweep
沙发,shāfā,noun,sofa
山,shān,noun,mountain
上衣,shàngyī,noun,"jacket, top garment"
勺子,sháozi,noun,spoon
身边,shēnbiān,noun,by one's side
身高,shēngāo,noun,height
声,shēng,noun、classifier,"sound, voice; measure word for sounds"
生活,shēnghuó,noun、verb,life; to live
生气,shēngqì,verb,to get angry
声音,shēngyīn,noun,sound
市,shì,noun,city
试,shì,verb,to try
室,shì,noun,room
世界,shìjiè,noun,world
收,shōu,verb,to receive
收到,shōudào,verb,to receive
受,shòu,verb,"to receive, to be affected"
瘦,shòu,adjective,"thin, slim"
受到,shòudào,verb,"to receive, to be subjected to"
叔叔,shūshu,noun,uncle
树,shù,noun,tree
数学,shùxué,noun,mathematics
刷,shuā,verb,"to brush, to scrub"
双,shuāng,classifier,"pair, measure word for pairs"
水平,shuǐpíng,noun,"level, standard"
司机,sījī,noun,driver
四季,sìjì,noun,four seasons
太阳,tàiyáng,noun,sun
糖,táng,noun,"candy, sugar"
特别,tèbié,adjective、adverb,special; particularly
提高,tígāo,verb,"to raise, to improve"
体育,tǐyù,noun,physical education
体育馆,tǐyùguǎn,noun,gymnasium
甜,tián,adjective,sweet
跳,tiào,verb,to jump
听说,tīngshuō,verb,to hear said
挺,tǐng,adverb、(verb),"quite, rather; (to endure)"
同事,tóngshì,noun,colleague
同意,tóngyì,verb,to agree
头发,tóufa,noun,hair
突然,tūrán,adjective,sudden
图书馆,túshūguǎn,noun,library
腿,tuǐ,noun,leg
外地,wàidì,noun,other place
外卖,wàimài,verb、noun,takeaway; to order takeout
外语,wàiyǔ,noun,foreign language
完成,wánchéng,verb,to complete
碗,wǎn,noun,bowl
晚点,wǎndiǎn,verb,to be late
晚会,wǎnhuì,noun,evening party
网球,wǎngqiú,noun,tennis
网站,wǎngzhàn,noun,website
忘记,wàngjì,verb,to forget
为,wèi,preposition,"for, because of, to"
为了,wèile,preposition,in order to
卫生间,wèishēngjiān,noun,"bathroom, restroom"
文化,wénhuà,noun,culture
屋子,wūzi,noun,"room, house"
西,xī,noun,west
西北,xīběi,noun,northwest
西方,xīfāng,noun,west
西瓜,xīguā,noun,watermelon
西南,xīnán,noun,southwest
习惯,xíguàn,verb、noun,to be used to; habit
喜爱,xǐ’ài,verb,"to like, to love"
洗衣机,xǐyījī,noun,washing machine
洗澡,xǐzǎo,verb,to take a bath
夏天,xiàtiān,noun,summer
先,xiān,adverb,"first, before"
香蕉,xiāngjiāo,noun,banana
相信,xiāngxìn,verb,to believe
箱子,xiāngzi,noun,"box, case"
向,xiàng,verb、preposition,"to face, to turn toward; toward, to"
像,xiàng,verb、 (adverb)、 (noun),"to resemble, to be like; (as if, such as); (image, statue, portrait)"
相机,xiàngjī,noun,camera
小区,xiǎoqū,noun,residential community
小心,xiǎoxīn,verb、adjective,to be careful; careful
校园,xiàoyuán,noun,campus
校长,xiàozhǎng,noun,"principal, headmaster"
鞋,xié,noun,shoe
心里,xīnlǐ,noun,"heart, mind"
新年,xīnnián,noun,New Year
新闻,xīnwén,noun,news
新鲜,xīnxiān,adjective,fresh
信,xìn,verb、noun,to believe; letter
信用卡,xìnyòngkǎ,noun,credit card
行,xíng,verb、adjective,"to go; okay, permissible"
行李,xíngli,noun,luggage
兴趣,xìngqù,noun,interest
休假,xiūjià,verb,to take a holiday
需要,xūyào,verb、noun,to need; need
选,xuǎn,verb,to choose
选择,xuǎnzé,verb,to choose
学期,xuéqī,noun,semester
牙,yá,noun,tooth
牙刷,yáshuā,noun,toothbrush
羊,yáng,noun,sheep
养,yǎng,verb,"to raise, to keep"
要求,yāoqiú,verb、noun,to demand; requirement
页,yè,classifier,measure word for page
一定,yídìng,adjective、adverb,certain; certainly
一共,yígòng,adverb,"altogether, in total"
一块儿,yíkuàir,noun、adverb,the same place; together
一样,yíyàng,adjective,same
以后,yǐhòu,noun,"later, after"
以前,yǐqián,noun,before
以上,yǐshàng,noun,"above, more than"
以外,yǐwài,noun,"except, besides"
以为,yǐwéi,verb,"to think, to believe"
以下,yǐxià,noun,"below, less than"
一般,yìbān,adjective,"general, ordinary"
一边,yìbiān,adverb,at the same time
一直,yìzhí,adverb,"always, straight"
音乐,yīnyuè,noun,music
银行,yínháng,noun,bank
银行卡,yínhángkǎ,noun,bank card
饮料,yǐnliào,noun,beverage
应该,yīnggāi,verb,"should, ought to"
影响,yǐngxiǎng,verb、noun,to affect; influence
用,yòng,verb,to use
邮件,yóujiàn,noun,mail
游客,yóukè,noun,tourist
游戏,yóuxì,noun,game
邮箱,yóuxiāng,noun,mailbox
有关,yǒuguān,verb、preposition,to have to do with; concerning
有名,yǒumíng,adjective,famous
有用,yǒuyòng,adjective,useful
又,yòu,adverb,"again, also"
羽毛球,yǔmáoqiú,noun,badminton
语言,yǔyán,noun,language
雨衣,yǔyī,noun,raincoat
遇到,yùdào,verb,to encounter
遇见,yùjiàn,verb,to meet
园,yuán,noun,garden
员,yuán,suffix,suffix for person with a certain job
愿意,yuànyì,verb,willing
越,yuè,adverb,"more, increasingly"
月亮,yuèliang,noun,moon
运动会,yùndònghuì,noun,sports meet
运动员,yùndòngyuán,noun,athlete
咱们,zánmen,pronoun,we
脏,zāng,adjective,dirty
怎么办,zěnme bàn,,what to do
怎样,zěnyàng,pronoun,how
站,zhàn,verb,to stand; station
张,zhāng,verb、classifier,to open; measure word for flat objects
长,zhǎng,verb、suffix,to grow; suffix for head
着急,zháojí,adjective,anxious
照,zhào,verb,"to shine, to photograph"
照顾,zhàogù,verb,to take care of
照片,zhàopiàn,noun,photo
照相,zhàoxiàng,verb,to take a picture
直到,zhídào,verb,until
只,zhǐ,adverb,"only, merely"
纸,zhǐ,noun,paper
只能,zhǐ néng,,can only
只是,zhǐshì,adverb、 conjunction,"only, merely; but"
只要,zhǐyào,conjunction,as long as
只有,zhǐyǒu,conjunction,only if
中,zhōng,noun,middle
中间,zhōngjiān,noun,"middle, between"
终于,zhōngyú,adverb,finally
种,zhǒng,classifier,measure word for kinds
重要,zhòngyào,adjective,important
周末,zhōumò,noun,weekend
主要,zhǔyào,adjective,main
注意,zhùyì,verb,to pay attention to
住院,zhùyuàn,verb,to be hospitalized
字典,zìdiǎn,noun,dictionary
自行车,zìxíngchē,noun,bicycle
子,zi,suffix,noun suffix
总,zǒng,adverb、(verb、 adjective),"always, invariably; (to sum up, to assemble; total, overall)"
总是,zǒngshì,adverb,always
嘴,zuǐ,noun,mouth
最好,zuìhǎo,adverb,best
最后,zuìhòu,noun,"last, final"
最近,zuìjìn,noun,recently
做客,zuòkè,verb,to be a guest
作业,zuòyè,noun,homework
