Word,Pinyin,POS,Translation
得意,déyì,adjective,"proud, complacent"
登机,dēngjī,verb,to board a plane
等,děng,auxiliary、 (noun、 classifier),"and so on, etc.; (class, grade; measure word)"
等到,děngdào,preposition,"until, by the time"
低,dī,adjective、verb,low; to lower
低价,dījià,noun,low price
低温,dīwēn,noun,low temperature
低于,dīyú,verb,to be lower than
底,dǐ,noun,"bottom, base"
底下,dǐxia,noun,"below, underneath"
地球,dìqiú,noun,earth
地址,dìzhǐ,noun,address
点名,diǎnmíng,verb,"to call the roll, to mention by name"
点头,diǎntóu,verb,to nod
电动车,diàndòngchē,noun,"electric vehicle, e-bike"
电视剧,diànshìjù,noun,TV drama
掉,diào,verb,"to fall, to drop"
调查,diàochá,verb,to investigate
订,dìng,verb,"to order, to book"
定,dìng,verb,"to fix, to set, to determine"
东部,dōngbù,noun,eastern part
动车,dòngchē,noun,high-speed train
动作,dòngzuò,noun,"movement, action"
读者,dúzhě,noun,reader
堵车,dǔchē,verb,traffic jam
度假,dùjià,verb,to go on vacation
肚子,dùzi,noun,"belly, stomach"
短信,duǎnxìn,noun,text message
队,duì,noun、 (classifier),"team, squad; (measure word for teams)"
对方,duìfāng,noun,"the other party, counterpart"
对面,duìmiàn,noun,opposite side
对于,duìyú,preposition,"regarding, concerning"
队员,duìyuán,noun,team member
队长,duìzhǎng,noun,team leader
顿,dùn,classifier、 (verb),"measure word for meals, scolding; (to pause)"
多么,duōme,adverb,"how, so, what"
多数,duōshù,noun,majority
多样,duōyàng,adjective,"diverse, varied"
而,ér,conjunction,"but, and, yet"
儿童,értóng,noun,child
发出,fāchū,verb,"to send out, to issue"
发送,fāsòng,verb,to send
法,fǎ,noun,law
法律,fǎlǜ,noun,law
翻译,fānyì,verb、noun,to translate; translation
烦,fán,adjective、verb,"annoyed, vexed; to bother"
烦恼,fánnǎo,adjective,"worried, distressed"
反对,fǎnduì,verb,"to oppose, to be against"
方面,fāngmiàn,noun,"aspect, side"
方式,fāngshì,noun,"way, method"
房东,fángdōng,noun,landlord
房租,fángzū,noun,rent
放弃,fàngqì,verb,to give up
放松,fàngsōng,verb,to relax
费,fèi,noun、verb,"fee, expense; to spend"
费用,fèiyong,noun,"cost, expense"
分数,fēnshù,noun,"score, grade, fraction"
分为,fēnwéi,verb,to be divided into
份,fèn,classifier,"measure word for copies, shares"
丰富,fēngfù,adjective,"rich, abundant"
风景,fēngjǐng,noun,"scenery, landscape"
否则,fǒuzé,conjunction,"otherwise, if not"
幅,fú,classifier,"measure word for paintings, photos, etc."
符合,fúhé,verb,"to conform to, to match"
付,fù,verb,to pay
父母,fùmǔ,noun,parents
父女,fùnǚ,noun,father and daughter
父亲,fùqīn,noun,father
复印,fùyìn,verb,"to photocopy, to duplicate"
复杂,fùzá,adjective,"complicated, complex"
负责,fùzé,verb、adjective,to be responsible; responsible
负责人,fùzérén,noun,person in charge
父子,fùzǐ,noun,father and son
改,gǎi,verb,"to change, to alter"
改变,gǎibiàn,verb,to change
干,gān,adjective、 (noun),dry; (dried food)
干杯,gānbēi,verb,"to toast, cheers"
赶,gǎn,verb,"to hurry, to catch up"
敢,gǎn,verb,to dare
感,gǎn,suffix,"sense, feeling, as suffix"
感动,gǎndòng,adjective、verb,"moved, touched; to move, to touch"
赶紧,gǎnjǐn,adverb,"quickly, promptly"
感觉,gǎnjué,noun、verb,"feeling, sense; to feel"
赶快,gǎnkuài,adverb,"quickly, at once"
感情,gǎnqíng,noun,"emotion, feeling"
感人,gǎnrén,adjective,"touching, moving"
赶上,gǎnshàng,verb,"to catch up, to keep up with"
感受,gǎnshòu,verb、noun,"feeling, experience; to feel"
感谢,gǎnxiè,verb,to thank
干活儿,gànhuór,verb,to work
钢琴,gāngqín,noun,piano
高价,gāojià,noun,high price
高考,gāokǎo,noun,"Gaokao, college entrance examination"
高速,gāosù,adjective,high speed
高温,gāowēn,noun,high temperature
高于,gāoyú,verb,"higher than, above"
胳膊,gēbo,noun,arm
歌声,gēshēng,noun,"sound of singing, song"
歌手,gēshǒu,noun,singer
各,gè,pronoun、adverb,"each, every; respectively"
各地,gèdì,noun,various places
各个,gègè,pronoun、adverb,"each, every; one by one"
各位,gèwèi,pronoun,"everyone, all (respectful)"
各种,gèzhǒng,pronoun,"various kinds, all kinds"
更加,gèngjiā,adverb,"more, even more"
工厂,gōngchǎng,noun,factory
功夫,gōngfu,noun,"kung fu, skill, effort"
公共,gōnggòng,adjective,"public, common"
功课,gōngkè,noun,"schoolwork, homework"
公里,gōnglǐ,classifier,kilometer
公路,gōnglù,noun,"highway, road"
工人,gōngrén,noun,worker
工资,gōngzī,noun,"wage, salary"
共,gòng,adverb,"together, in total"
共同,gòngtóng,adjective,"common, joint"
够,gòu,verb、adverb,enough; sufficiently
购买,gòumǎi,verb,to purchase
购物,gòuwù,verb,to shop
估计,gūjì,verb,"to estimate, to guess"
姑娘,gūniang,noun,girl
鼓励,gǔlì,verb,to encourage
顾客,gùkè,noun,customer
故意,gùyì,adverb,"deliberately, on purpose"
挂,guà,verb,"to hang, to suspend"
关键,guānjiàn,noun、adjective,"crux; key, crucial"
观看,guānkàn,verb,"to watch, to view"
观众,guānzhòng,noun,audience
管,guǎn,verb、(noun、 classifier),"control, manage, care about, bother with; (pipe, tube); (measure word for tubular objects)"
管理,guǎnlǐ,verb,manage
光,guāng,noun、adjective、 verb、adverb,"light, rayl smooth, shiny, used up; bare, expose; only, merely, solely"
广播,guǎngbō,verb、noun,"broadcast, air; radio broadcast, boradcasting"
广告,guǎnggào,noun,advertisement
逛,guàng,verb,"stroll, roam, browse, shop around"
规定,guīdìng,verb、noun,"stipulate, prescribe, set rules; regulation, rule, stipulation"
国籍,guójí,noun,nationality
国际,guójì,adjective、noun,international; world
果汁,guǒzhī,noun,fruit juice
过程,guòchéng,noun,process
海洋,hǎiyáng,noun,"ocean, sea"
害羞,hàixiū,adjective,"shy, bshful"
寒假,hánjià,noun,the winter vacation
寒冷,hánlěng,adjective,"cold, frigid, chilly"
喊,hǎn,verb,shout
汗,hàn,noun,sweat
航班,hángbān,noun,flight
好处,hǎochù,noun,benefit
好好,hǎohǎo,adjective、adverb,"good, nice, proper; well, thoroughly, serious, all out"
好笑,hǎoxiào,adjective,"funny, ridiculous"
合格,hégé,adjective,qualified
盒子,hézi,noun,box
红包,hóngbāo,noun,"red envelope, red packet"
厚,hòu,adjective,thick
后悔,hòuhuǐ,verb,regret
忽然,hūrán,adverb,suddenly
互联网,hùliánwǎng,noun,Internet
护士,hùshi,noun,nurse
互相,hùxiāng,adverb,each other
话剧,huàjù,noun,drama
怀疑,huáiyí,verb,doubt
坏处,huàichù,noun,"disadvantage, harm"
环保,huánbǎo,noun、adjective,"environmental protection; environmentally friendly, green"
换乘,huànchéng,verb,"transfer, change"
回复,huífù,verb,reply
回信,huíxìn,verb、noun,"reply to a letter, write backl; reply letter, response"
回忆,huíyì,verb,memory
会员,huìyuán,noun,membership
活,huó,verb、adjective、 noun,"live; alive, living, flexible; work, job, livelihood"
活动,huódòng,verb、noun,"move, exercise, beactive; activity, event, exercise"
活泼,huópō,adjective,lively
火,huǒ,noun、adjective,"fire; urgent, popular, hot"
货,huò,noun,"goods, commodity, money"
获得,huòdé,verb,get
获奖,huòjiǎng,verb,"win a prize, receive an award"
获取,huòqǔ,verb,"gain, obtain"
基本,jīběn,adjective、adverb,"basic, fundamental, essential; basically, essentially, on the whole"
基本上,jīběnshàng,adverb,basically
基础,jīchǔ,noun,Basics
激动,jīdòng,adjective、verb,"excited, agitated, emotionally moved; to excite, to agitate, to move (emotionally)"
积极,jījí,adjective,positive
积累,jīlěi,verb,"to accumulate, to build up, to amass"
及时,jíshí,adjective、adverb,"timely, prompt, in time; without delay, promptly, in a timely manner"
即使,jíshǐ,conjunction,even if
既,jì,adverb、 conjunction,"already, since; both ... and ..., as well as (used in the pattern 既...又/ 也...)"
寄,jì,verb,send
计划,jìhuà,noun、verb,"plan, project, program, scheme; to plan, to map out, to intend"
既然,jìrán,conjunction,since
技术,jìshù,noun,technology
继续,jìxù,verb,continue
记者,jìzhě,noun,reporter
加班,jiābān,verb,work overtime
家具,jiājù,noun,furniture
加快,jiākuài,verb,"speed up, accelerate"
加强,jiāqiáng,verb,"strengthen, reinforce"
加入,jiārù,verb,"add, mix, join, become a member"
加上,jiāshàng,conjunction,"plus, add, with the addition of"
家庭,jiātíng,noun,family
家乡,jiāxiāng,noun,hometown
加油,jiāyóu,verb,"oil, refuel, make an all-out effort"
加油站,jiāyóuzhàn,noun,gas station
家长,jiāzhǎng,noun,"parent, the head of the family"
假,jiǎ,adjective,"false, fake"
价格,jiàgé,noun,price
价钱,jiàqián,noun,price
假日,jiàrì,noun,"holiday, day off, vacation"
减,jiǎn,verb,"to reduce, to decrease, to subtract, to lessen"
减轻,jiǎnqīng,verb,"to lighten, to ease, to alleviate, to reduce (burden, weight, pressure)"
减少,jiǎnshǎo,verb,"to reduce, to decrease, to cut down, to diminish"
健身,jiànshēn,verb,"to exercise, to work out, to keep fit, to engage in fitness activities"
健身房,jiànshēnfáng,noun,gym
建议,jiànyì,verb、noun,"to suggest, to propose, to recommend; suggestion, proposal, recommendation"
江,jiāng,noun,river
将,jiāng,preposition、 adverb,"with, by (used to introduce the object of a verb, similar to 把); will, shall, be about to"
将来,jiānglái,noun,future
将要,jiāngyào,adverb,"will, be going to, be about to"
奖,jiǎng,noun、(verb),"prize, award, reward; to award, to reward, to praise"
奖金,jiǎngjīn,noun,"bonus, prize money, cash award"
奖学金,jiǎngxuéjīn,noun,"scholarship, fellowship"
降,jiàng,verb,"to fall, to drop, to descend, to lower"
降低,jiàngdī,verb,"to reduce, to lower, to bring down"
降价,jiàngjià,verb,"to descend, to land, to touch down"
降落,jiàngluò,verb,"to descend, to land, to touch down"
降温,jiàngwēn,verb,"to cool down, to lower the temperature"
交,jiāo,verb、(noun),"to hand in, to submit; to meet, to cross; to make friends with; friend, acquaintance, relationship"
骄傲,jiāo’ào,adjective、noun,"proud, arrogant, conceited; pride, arrogance"
交警,jiāojǐng,noun,traffic police
交流,jiāoliú,verb,communicate
郊区,jiāoqū,noun,suburb
交通,jiāotōng,noun,traffic
教练,jiàoliàn,noun,coach
教师,jiàoshī,noun,teacher
教授,jiàoshòu,noun,professor
教学,jiàoxué,noun,teach
教育,jiàoyù,noun、verb,education; to educate
叫作,jiàozuò,verb,"be called, be known as"
街道,jiēdào,noun,street
接受,jiēshòu,verb,accept
接着,jiēzhe,verb、adverb,"to continue, to follow, to catch; then, next, subsequently"
结果,jiéguǒ,noun、 conjunction,"result, outcome, consequence; as a result, consequently, in the end"
节假日,jiéjiàrì,noun,"festivals and holidays, holiday season"
节约,jiéyuē,verb,"to save, to economize, to conserve"
结账,jiézhàng,verb,"to pay the bill, to settle an account, to check out"
解释,jiěshì,verb,"to explain, to interpret, to account for"
今后,jīnhòu,noun,"from now on, in the future, henceforth"
仅,jǐn,adverb,"only, merely, solely"
尽管,jǐnguǎn,adverb、 conjunction,"feel free to, not hesitate to (often in the pattern + verb); although, 尽管 even though, despite"
仅仅,jǐnjǐn,adverb,"only, merely, barely, simply"
紧张,jǐnzhāng,adjective,"nervous, tense, strained, in short supply"
进入,jìnrù,verb,"to enter, to access, to be admitted to"
进行,jìnxíng,verb,"to carry out, to conduct, to proceed with, to undertake"
禁止,jìnzhǐ,verb,"to prohibit, to forbid, to ban"
精彩,jīngcǎi,adjective,"brilliant, splendid, wonderful, exciting"
经济,jīngjì,noun、 (adjective),"economy, economics; economical, affordable"
京剧,jīngjù,noun,Beijing opera
经历,jīnglì,verb、noun,"to experience, to go through; experience, past, history"
经验,jīngyàn,noun,experience
警察,jǐngchá,noun,police
景点,jǐngdiǎn,noun,"scenic spot, tourist attraction, point of interest"
景区,jǐngqū,noun,"scenic area, tourist attraction zone"
景色,jǐngsè,noun,scenery
竟然,jìngrán,adverb,unexpectedly
竞争,jìngzhēng,verb,compete
镜子,jìngzi,noun,mirror
究竟,jiūjìng,adverb、 (noun),"actually, exactly, after all (used for emphasis in questions); the outcome, the details of a situation"
就是,jiùshì,auxiliary、 adverb、 conjunction,"precisely, exactly (used for emphasis); only, merely, simply; even if, even (as in 就是...也...)"
举,jǔ,verb,"to raise, to lift; to hold (an event); to give (an example); to recommend"
举办,jǔbàn,verb,"to hold, to host, to organize (an event, activity)"
举例,jǔlì,verb,"to give an example, to illustrate with an example"
举行,jǔxíng,verb,"to hold, to convene, to conduct (a ceremony, meeting, event)"
聚,jù,verb,"to gather, to assemble, to get together"
聚餐,jùcān,verb,"to have a dinner together, to dine together"
聚会,jùhuì,verb、noun,"to get together, to meet, to gather; party, gathering, meeting"
拒绝,jùjué,verb,"to refuse, to reject, to decline"
距离,jùlí,verb、noun,"to be away from, to be at a distance from; distance, gap"
剧院,jùyuàn,noun,"theater, opera house, playhouse"
开玩笑,kāi wánxiào,,make fun of
看法,kànfǎ,noun,view
烤,kǎo,verb,"to bake, to roast, to grill, to toast"
考虑,kǎolǜ,verb,"to consider, to think over, to contemplate"
考生,kǎoshēng,noun,examinee
棵,kē,classifier,"measure word for trees, plants, and other similar objects"
科技,kējì,noun,science and technology
科学,kēxué,noun、adjective,science; scientific
咳,ké,verb,to cough
咳嗽,késou,verb,to cough
可惜,kěxī,adjective,"regrettable, unfortunate, a pity"
克,kè,classifier,gram
课程,kèchéng,noun,curriculum
客气,kèqi,adjective、verb,"polite, courteous; to be polite, to say polite remarks"
课堂,kètáng,noun,classroom
客厅,kètīng,noun,"living room, parlor"
肯定,kěndìng,verb、adjective、 adverb,"to be certain, to be sure, to affirm; positive, affirmative, definite; surely, certainly, definitely"
空,kōng,adjective、 (adverb),"empty, vacant, hollow; (in vain, for nothing)"
空气,kōngqì,noun,"atmosphere, air"
恐怕,kǒngpà,verb、adverb,"to fear, to be afraid; I'm afraid, perhaps, maybe"
空,kòng,verb、adjective、 noun,"to leave empty, to make time, to free up; empty, free, unoccupied; free time, empty space"
又语,kǒuyǔ,noun,spoken language
苦,kǔ,adjective,bitter
快餐,kuàicān,noun,fast food
快递,kuàidì,noun,express delivery
快速,kuàisù,adjective,"fast, high-speed"
困,kùn,adjective、 (verb),"sleepy, tired; (to trap, to confine)"
困难,kùnnan,adjective、noun,"difficult, hard; difficulty, trouble"
拉,lā,verb,"to pull, to drag, to draw"
垃圾,lājī,noun,"garbage, trash, rubbish"
辣,là,adjective,"hot, spicy"
来不及,láibují,verb,"there's not enough time, it's too late"
来得及,láidejí,verb,"there's still time, can make it in time"
懒,lǎn,adjective,"lazy, idle"
浪费,làngfèi,verb,"to waste, to squander"
浪漫,làngmàn,adjective,romantic
老虎,lǎohǔ,noun,tiger
老家,lǎojiā,noun,"hometown, home state"
老年,lǎonián,noun,elderly
老是,lǎoshì,adverb,"always, constantly"
冷静,lěngjìng,adjective,"calm, cool-headed"
理发,lǐfà,verb,"to have a haircut, to cut hair"
理解,lǐjiě,verb,"to understand, to comprehend"
礼貌,lǐmào,noun、adjective,"courtesy, politeness; polite"
理想,lǐxiǎng,noun、adjective,"ideal, dream; ideal"
厉害,lìhai,adjective,"severe, fierce, impressive, excellent"
力气,lìqi,noun,"strength, physical power"
例如,lìrú,verb,"for example, such as"
例子,lìzi,noun,"example, instance"
俩,liǎ,number-classifier,"two, both"
连,lián,preposition、 (verb、adverb),"used to introduce the object of a verb, linking; (even, including); (to connect, to link)"
联系,liánxì,verb,"to contact, to connect"
凉,liáng,adjective,"cool, cold"
量,liáng,verb,"to measure, to weigh"
两,liǎng,classifier,"measure word for vehicles, animals, etc."
亮,liàng,adjective、verb,"bright, light; to shine, to show"
列,liè,verb、classifier,"to arrange in a row, to list; measure word for rows or lines"
零下,líng xià,,below zero
零花钱,línghuāqián,noun,"pocket money, spending money"
零钱,língqián,noun,"change, small denominations of money"
零食,língshí,noun,"snacks, between-meal nibbles"
另,lìng,pronoun、 (adverb),"other, another; (separately, otherwise)"
另外,lìngwài,pronoun、 adverb、 conjunction,"other, else; in addition, moreover; besides, furthermore"
留,liú,verb,"to stay, to remain, to keep"
流,liú,verb,"to flow, to circulate"
流利,liúlì,adjective,"fluent, smooth"
留下,liúxia,verb,"to leave behind, to remain"
流行,liúxíng,verb,"to be popular, to be in fashion, to spread"
路过,lùguò,verb,"to pass by, to go by"
旅馆,lǚguǎn,noun,"hotel, inn"
旅客,lǚkè,noun,"traveler, passenger"
旅行,lǚxíng,verb,to travel
律师,lǜshī,noun,"lawyer, attorney"
乱,luàn,adjective、adverb,"messy, disorderly; arbitrarily, recklessly"
落,luò,verb,"to fall, to drop, to land"
麻烦,máfan,adjective、verb、 noun,"troublesome, annoying; to trouble, to bother; trouble, inconvenience"
馒头,mántou,noun,"steamed bun, mantou"
满,mǎn,adjective、verb,"full, filled; to fill"
毛巾,máojīn,noun,towel
毛衣,máoyī,noun,"sweater, woolen garment"
帽子,màozi,noun,"hat, cap"
美,měi,adjective,"beautiful, pretty"
美好,měihǎo,adjective,"beautiful, splendid"
美景,měijǐng,noun,beautiful scenery
美丽,měilì,adjective,"beautiful, lovely"
美食,měishí,noun,"delicious food, cuisine"
梦,mèng,noun、verb,dream; to dream
梦想,mèngxiǎng,verb、noun,to dream; dream
密码,mìmǎ,noun,"password, PIN code"
免费,miǎnfèi,verb,"free of charge, to be free"
面对,miànduì,verb,"to face, to confront"
面试,miànshì,verb,"interview, audition; to interview"
秒,miǎo,classifier,"second, unit of time"
民族,mínzú,noun,"ethnic group, nationality"
末,mò,noun,"end, last"
母女,mǔnǚ,noun,mother and daughter
母亲,mǔqīn,noun,mother
母子,mǔzǐ,noun,mother and son
目标,mùbiāo,noun,"goal, target, objective"
目的,mùdì,noun,"purpose, aim, goal"
目的地,mùdìdì,noun,destination
目前,mùqián,noun,"currently, at present"
耐心,nàixīn,adjective、noun,patient; patience
南部,nánbù,noun,"southern part, south"
难道,nándào,adverb,could it be that...?
男士,nánshì,noun,"man, gentleman"
难受,nánshòu,adjective,"uncomfortable, painful, hard to bear"
难忘,nánwàng,verb,"unforgettable, to be hard to forget"
男性,nánxìng,noun,"male, masculine"
内,nèi,noun,"inside, within"
内容,nèiróng,noun,"content, substance"
内心,nèixīn,noun,"heart, inner self"
能否,néng fǒu,,"whether or not, can or cannot"
能够,nénggòu,verb,"can, be able to, be capable of"
能力,nénglì,noun,"ability, capability, capacity"
嗯,ǹg,interjection,"uh-huh, hmm"
年底,niándǐ,noun,end of the year
年龄,niánlíng,noun,age
农村,nóngcūn,noun,"rural area, countryside"
弄,nòng,verb,"to do, to handle, to mess with"
女性,nǚxìng,noun,"female, feminine"
暖和,nuǎnhuo,adjective、verb,warm; to warm up
偶尔,ǒu’ěr,adverb、adjective,"occasionally, sometimes; occasional"
拍,pāi,verb、noun,"to pat, to clap, to take (a photo); beat, rhythm"
排,pái,verb、noun、 classifier,"to line up, to arrange; row, line; measure word for rows"
牌,pái,noun,"card, brand, plaque, sign"
排队,páiduì,verb,"to line up, to queue up"
排球,páiqiú,noun,volleyball
牌子,páizi,noun,"brand, sign, label"
判断,pànduàn,verb,"to judge, to determine"
陪,péi,verb,"to accompany, to keep someone company"
批评,pīpíng,verb,to criticize
皮肤,pífū,noun,skin
脾气,píqi,noun,"temperament, disposition, temper"
皮鞋,píxié,noun,leather shoes
篇,piān,noun、classifier,"measure word for essays, articles, papers; piece, sheet"
片,piàn,noun、classifier,"piece, slice, area; measure word for flat objects"
乒乓球,pīngpāngqiú,noun,"table tennis, ping-pong"
平常,píngcháng,adjective、noun,"ordinary, usual; usually, ordinarily"
破,pò,verb、adjective,"broken, damaged; to break, to ruin"
葡萄,pútao,noun,grape
葡萄酒,pútaojiǔ,noun,"wine, grape wine"
普遍,pǔbiàn,adjective,"widespread, universal, common"
普通,pǔtōng,adjective,"ordinary, common"
普通话,pǔtōnghuà,noun,"Mandarin Chinese, standard Chinese"
期,qī,classifier,"period, phase; measure word for issues, semesters, etc."
期末,qīmò,noun,"end of term, end of semester"
期中,qīzhōng,noun,"midterm, middle of the term"
其次,qícì,pronoun,"next, secondly, then"
其中,qízhōng,noun,"among them, inside"
起到,qǐdào,verb,"to play the role of, to function as, to act as"
气,qì,noun、verb,"air, gas, breath; to anger, to make angry"
气候,qìhòu,noun,climate
汽水,qìshuǐ,noun,"soda, soft drink"
气温,qìwēn,noun,air temperature
千克,qiānkè,classifier,kilogram
千万,qiānwàn,adverb,"ten million, by all means, absolutely"
签证,qiānzhèng,verb、noun,visa; to issue a visa
前方,qiánfāng,noun,"ahead, front"
前后,qiánhòu,noun,"front and back, around, about"
强,qiáng,adjective,"strong, powerful"
敲,qiāo,verb,"to knock, to tap, to strike"
桥,qiáo,noun,bridge
巧,qiǎo,adjective,"skillful, clever, opportune"
巧克力,qiǎokèlì,noun,chocolate
亲戚,qīnqi,noun,"relative, relative family member"
琴,qín,noun,"musical instrument, piano, etc."
轻,qīng,adjective,"light, not heavy, gentle, easy"
青年,qīngnián,noun,"youth, young people"
轻松,qīngsōng,adjective,"relaxed, light, easy"
情况,qíngkuàng,noun,"situation, circumstance"
庆祝,qìngzhù,verb,to celebrate
球队,qiúduì,noun,"sports team, ball team"
球迷,qiúmí,noun,"fan, sports enthusiast"
区,qū,noun,"district, area, region"
区别,qūbié,verb、noun,"difference; to distinguish, to differ"
取,qǔ,verb,"to take, to get, to obtain"
取得,qǔdé,verb,"to obtain, to gain"
